F, SD, SB, SC, SE
1, 100.0, 99.93, 99.93, 100.0
2, 99.93, 99.69, 99.93, 99.93
3, 99.93, 99.47, 99.69, 99.93
4, 99.93, 99.35, 99.69, 99.93
5, 99.93, 99.28, 99.69, 99.88
6, 99.88, 99.18, 99.66, 99.88
7, 99.78, 99.18, 99.61, 99.78
8, 99.76, 99.08, 99.42, 99.76
9, 99.76, 98.7, 99.42, 99.76
10, 99.49, 98.7, 99.42, 99.49
11, 99.47, 98.7, 99.4, 99.47
12, 99.47, 98.7, 99.4, 99.47
13, 99.47, 98.6, 99.28, 99.45
14, 99.44, 98.58, 99.28, 99.44
15, 99.44, 98.24, 99.18, 99.35
16, 99.35, 98.17, 99.18, 99.35
17, 99.35, 98.16, 99.18, 99.35
18, 99.35, 98.12, 99.13, 99.28
19, 99.28, 98.12, 99.11, 99.28
20, 99.28, 98.09, 99.03, 99.28
21, 99.27, 98.09, 98.98, 99.27
22, 99.27, 98.07, 98.98, 99.27
23, 99.27, 98.02, 98.98, 99.27
24, 99.27, 97.92, 98.98, 99.27
25, 99.27, 97.92, 98.65, 99.27
26, 99.27, 97.73, 98.6, 99.25
27, 99.25, 97.65, 98.6, 99.25
28, 99.25, 97.63, 98.57, 99.18
29, 99.18, 97.6, 98.57, 99.15
30, 99.18, 97.55, 98.5, 99.15
31, 99.15, 97.53, 98.47, 99.15
32, 99.15, 97.53, 98.42, 99.1
33, 99.1, 97.38, 98.33, 99.03
34, 99.08, 97.38, 98.33, 98.96
35, 98.71, 96.43, 98.3, 98.54
36, 98.74, 96.41, 98.28, 98.57
37, 98.76, 96.41, 98.28, 98.59
38, 98.79, 96.24, 98.01, 98.62
39, 98.81, 96.24, 97.79, 98.64
40, 98.83, 96.19, 97.79, 98.66
41, 98.86, 96.16, 97.79, 98.69
42, 98.88, 96.16, 97.69, 98.71
43, 98.91, 96.01, 97.69, 98.74
44, 98.93, 96.01, 97.69, 98.76
45, 98.86, 95.89, 97.59, 98.78
46, 98.78, 95.82, 97.57, 98.81
47, 98.81, 95.82, 97.57, 98.83
48, 98.83, 95.82, 97.47, 98.83
49, 98.83, 95.77, 97.42, 98.83
50, 98.83, 95.74, 97.42, 98.86
51, 98.86, 95.62, 97.42, 98.88
52, 98.88, 95.59, 97.3, 98.88
53, 98.88, 95.57, 97.3, 98.88
54, 98.88, 95.49, 97.27, 98.49
55, 98.88, 95.47, 97.27, 98.49
56, 98.88, 95.47, 97.25, 98.49
57, 98.88, 95.46, 97.24, 98.49
58, 98.88, 95.39, 97.24, 98.49
59, 98.88, 95.34, 97.24, 98.49
60, 98.88, 95.34, 97.17, 98.49
61, 98.88, 94.8, 97.17, 98.49
62, 98.88, 94.68, 97.14, 98.49
63, 98.88, 94.65, 97.14, 98.49
64, 98.88, 94.65, 97.14, 98.49
65, 98.88, 94.62, 97.12, 98.49
66, 98.88, 94.33, 97.09, 98.48
67, 98.88, 94.33, 97.02, 98.48
68, 98.88, 94.28, 96.99, 98.48
69, 98.88, 94.28, 96.94, 98.48
70, 98.87, 94.25, 96.94, 98.48
71, 98.87, 94.25, 96.94, 98.48
72, 98.87, 94.0, 96.89, 98.48
73, 98.87, 93.86, 96.89, 98.48
74, 98.87, 93.51, 96.79, 98.48
75, 98.87, 93.46, 96.79, 98.48
76, 98.87, 93.43, 96.64, 98.48
77, 98.8, 93.43, 96.62, 98.24
78, 98.41, 93.38, 96.62, 98.14
79, 97.99, 93.28, 96.62, 98.14
80, 97.13, 93.28, 96.62, 98.06
81, 97.13, 93.23, 96.59, 97.94
82, 97.15, 93.11, 96.27, 97.52
83, 97.08, 92.88, 95.66, 97.5
84, 97.1, 92.73, 95.68, 97.5
85, 97.13, 92.73, 95.7, 97.37
86, 97.15, 92.41, 95.73, 97.37
87, 97.18, 92.41, 95.75, 97.37
88, 97.2, 91.94, 95.77, 97.37
89, 96.95, 91.94, 95.8, 97.32
90, 96.98, 91.52, 95.82, 97.3
91, 97.0, 91.25, 95.84, 96.95
92, 97.02, 91.24, 95.87, 96.73
93, 97.05, 91.17, 95.89, 96.73
94, 97.07, 91.09, 95.92, 96.6
95, 97.1, 91.09, 95.94, 96.6
96, 97.1, 91.09, 95.96, 96.6
97, 96.97, 90.89, 95.99, 96.6
98, 97.0, 90.32, 96.01, 96.45
99, 97.02, 90.29, 96.01, 96.23
100, 97.04, 90.24, 95.93, 96.21
101, 97.07, 90.19, 95.83, 96.2
102, 97.09, 90.14, 95.86, 96.1
103, 97.11, 89.96, 95.88, 96.13
104, 97.14, 89.76, 95.86, 96.15
105, 97.16, 89.54, 95.63, 96.18
106, 97.19, 89.51, 95.63, 96.2
107, 97.21, 89.48, 95.53, 96.22
108, 97.23, 89.48, 95.53, 96.25
109, 97.26, 89.48, 95.48, 96.15
110, 97.28, 89.43, 95.06, 96.15
111, 97.31, 89.3, 95.06, 96.15
112, 97.33, 89.3, 95.06, 96.12
113, 97.35, 89.17, 95.03, 96.09
114, 97.38, 89.12, 95.0, 96.02
115, 97.4, 89.12, 95.0, 95.99
116, 97.4, 89.06, 94.85, 96.02
117, 97.25, 88.84, 94.85, 96.04
118, 97.28, 88.84, 94.8, 96.06
119, 97.3, 88.73, 94.73, 96.09
120, 97.33, 88.61, 94.55, 96.11
121, 97.35, 88.51, 94.48, 96.06
122, 97.25, 88.38, 94.3, 96.06
123, 97.27, 88.38, 94.15, 96.06
124, 97.27, 88.35, 94.08, 96.06
125, 97.3, 88.35, 94.05, 95.96
126, 97.32, 88.32, 93.5, 95.46
127, 97.35, 88.27, 93.48, 95.41
128, 97.34, 88.06, 93.45, 95.41
129, 97.37, 88.01, 93.45, 95.33
130, 97.37, 87.96, 93.3, 95.33
131, 97.34, 87.93, 93.15, 95.33
132, 97.22, 87.93, 93.12, 95.31
133, 97.24, 87.8, 93.12, 95.13
134, 97.24, 87.75, 93.07, 95.1
135, 96.89, 87.75, 93.04, 94.93
136, 96.87, 87.74, 93.01, 94.9
137, 96.89, 87.47, 93.01, 94.9
138, 96.92, 87.46, 92.99, 94.63
139, 96.94, 87.41, 92.98, 94.55
140, 96.96, 87.18, 92.96, 94.55
141, 96.91, 87.03, 92.93, 94.55
142, 96.69, 86.98, 92.93, 94.45
143, 96.69, 86.53, 92.93, 94.42
144, 96.56, 86.52, 92.92, 93.85
145, 96.56, 86.52, 92.62, 93.7
146, 96.56, 86.52, 92.32, 93.54
147, 96.56, 86.51, 92.1, 93.17
148, 96.33, 86.46, 92.04, 93.12
149, 96.33, 86.41, 92.02, 93.04
150, 95.76, 86.38, 91.82, 93.01
151, 95.76, 86.37, 91.69, 92.89
152, 95.66, 86.3, 91.69, 92.84
153, 95.63, 86.14, 91.69, 92.78
154, 95.13, 86.14, 91.68, 92.58
155, 95.1, 86.09, 91.68, 92.53
156, 95.0, 85.91, 91.6, 92.48
157, 95.0, 85.73, 91.35, 92.38
158, 94.95, 85.68, 91.33, 92.15
159, 94.92, 85.55, 91.32, 92.15
160, 94.92, 85.52, 91.32, 92.12
161, 94.92, 85.49, 91.29, 92.09
162, 94.92, 85.49, 91.14, 92.09
163, 94.82, 85.41, 91.09, 92.07
164, 94.77, 85.43, 90.99, 91.96
165, 94.77, 85.25, 90.96, 91.94
166, 94.74, 84.94, 90.96, 91.91
167, 94.66, 84.92, 90.95, 91.86
168, 94.64, 84.54, 90.88, 91.85
169, 94.64, 84.31, 90.9, 91.85
170, 94.63, 84.23, 90.9, 91.88
171, 94.61, 84.22, 90.9, 91.82
172, 94.23, 83.97, 90.84, 91.82
173, 94.15, 82.99, 90.69, 91.74
174, 93.57, 82.93, 90.59, 91.67
175, 93.55, 82.78, 90.18, 91.64
176, 93.37, 82.75, 90.13, 91.64
177, 93.27, 82.74, 89.85, 91.59
178, 92.99, 82.66, 89.65, 91.51
179, 92.81, 82.66, 89.6, 91.25
180, 92.76, 82.43, 89.47, 91.23
181, 92.61, 82.3, 89.44, 91.02
182, 92.63, 82.12, 89.44, 90.95
183, 92.6, 82.14, 89.38, 90.39
184, 92.63, 81.81, 89.36, 90.36
185, 92.65, 81.75, 89.25, 90.21
186, 92.57, 81.47, 89.17, 90.08
187, 92.6, 81.47, 89.17, 90.03
188, 92.62, 80.55, 89.14, 90.03
189, 92.64, 80.47, 89.09, 89.95
190, 92.67, 80.42, 89.09, 89.69
191, 92.69, 80.34, 89.08, 89.69
192, 92.71, 80.33, 89.01, 89.64
193, 92.61, 80.15, 89.0, 89.58
194, 92.63, 79.82, 88.95, 89.28
195, 92.66, 79.61, 88.92, 89.0
196, 92.68, 79.48, 88.82, 88.97
197, 92.7, 79.35, 88.82, 88.97
198, 92.73, 78.99, 88.79, 88.79
199, 92.75, 78.98, 88.76, 88.81
200, 92.67, 78.98, 88.63, 88.61
201, 92.7, 78.87, 88.53, 88.5
202, 92.72, 78.84, 88.47, 88.12
203, 92.74, 78.74, 88.42, 88.12
204, 92.77, 78.53, 88.42, 88.06
205, 92.79, 78.47, 88.44, 88.06
206, 92.81, 78.44, 88.44, 87.98
207, 92.84, 78.36, 88.21, 87.95
208, 92.86, 78.35, 88.15, 87.92
209, 92.88, 78.15, 88.05, 87.87
210, 92.91, 78.12, 88.04, 87.89
211, 92.93, 77.96, 87.99, 87.91
212, 92.95, 77.85, 87.99, 87.94
213, 92.98, 77.74, 88.01, 87.96
214, 93.0, 77.59, 87.98, 87.98
215, 93.03, 77.12, 87.95, 88.0
216, 93.05, 77.12, 87.85, 88.03
217, 93.0, 76.99, 87.72, 88.05
218, 93.02, 76.57, 87.64, 88.07
219, 93.04, 76.47, 87.64, 88.09
220, 93.07, 76.23, 87.61, 88.12
221, 93.09, 76.17, 87.6, 88.14
222, 93.11, 76.14, 87.63, 88.16
223, 93.14, 76.14, 87.55, 88.18
224, 93.16, 76.05, 87.52, 88.21
225, 93.14, 76.02, 87.49, 88.23
226, 93.16, 75.97, 87.51, 88.25
227, 93.0, 75.93, 87.46, 88.22
228, 92.77, 75.67, 87.43, 88.24
229, 92.57, 75.64, 87.35, 88.27
230, 92.54, 75.51, 87.12, 88.29
231, 92.51, 75.3, 86.96, 88.31
232, 92.46, 75.11, 86.86, 88.33
233, 92.46, 75.01, 86.37, 88.36
234, 92.41, 75.0, 86.39, 88.38
235, 92.38, 74.99, 86.29, 88.4
236, 92.35, 75.01, 86.28, 88.42
237, 92.22, 75.03, 86.18, 88.45
238, 92.19, 74.52, 86.12, 88.47
239, 92.19, 74.41, 86.09, 88.49
240, 92.19, 74.22, 86.06, 88.51
241, 92.21, 74.19, 86.01, 88.54
242, 92.11, 73.9, 86.03, 88.53
243, 92.06, 73.87, 86.05, 88.51
244, 92.08, 73.84, 86.08, 88.45
245, 92.05, 73.6, 86.1, 88.37
246, 92.05, 73.59, 86.12, 88.27
247, 91.97, 73.54, 86.14, 88.16
248, 91.92, 73.48, 86.16, 88.11
249, 91.92, 73.47, 86.19, 87.98
250, 91.91, 73.49, 86.21, 87.82
251, 91.84, 73.41, 86.18, 87.77
252, 91.81, 73.37, 86.07, 87.74
253, 91.83, 72.98, 86.07, 87.73
254, 91.78, 72.93, 86.04, 87.55
255, 91.8, 71.59, 85.63, 87.55
256, 91.75, 71.4, 85.55, 87.37
257, 91.54, 71.39, 85.54, 87.16
258, 91.46, 71.28, 85.54, 87.05
259, 91.46, 71.22, 85.53, 87.0
260, 91.48, 71.22, 85.53, 86.89
261, 91.51, 71.18, 85.12, 86.89
262, 91.53, 70.89, 84.96, 86.88
263, 91.55, 70.91, 84.93, 86.62
264, 91.58, 70.62, 84.85, 86.47
265, 91.6, 70.31, 84.87, 86.46
266, 91.21, 70.22, 84.87, 86.36
267, 91.24, 70.21, 84.86, 86.38
268, 91.26, 70.05, 84.86, 86.4
269, 91.28, 70.04, 84.8, 86.42
270, 91.26, 69.83, 84.77, 86.45
271, 91.0, 69.72, 84.64, 86.47
272, 90.97, 69.35, 84.66, 86.49
273, 90.99, 68.83, 84.63, 86.51
274, 91.01, 68.8, 84.65, 86.53
275, 91.04, 68.4, 84.63, 86.51
276, 91.06, 68.37, 84.6, 86.48
277, 91.08, 68.31, 83.48, 86.16
278, 91.11, 68.27, 83.43, 86.08
279, 91.13, 68.24, 83.45, 86.08
280, 91.16, 68.21, 83.47, 86.08
281, 91.08, 68.15, 83.47, 85.94
282, 91.07, 68.01, 83.46, 85.96
283, 91.07, 67.97, 83.43, 85.88
284, 91.09, 67.89, 83.38, 85.88
285, 90.96, 67.65, 83.35, 85.9
286, 90.96, 67.25, 83.37, 85.92
287, 90.91, 67.09, 83.36, 85.95
288, 90.75, 66.8, 83.28, 85.97
289, 90.75, 66.58, 83.15, 85.73
290, 90.69, 66.6, 83.07, 85.68
291, 90.66, 66.59, 83.06, 85.65
292, 90.56, 66.11, 83.03, 85.59
293, 90.56, 66.11, 83.0, 85.43
294, 90.37, 66.12, 83.0, 85.04
295, 90.32, 65.36, 82.86, 85.04
296, 90.34, 65.3, 82.86, 85.03
297, 90.13, 65.29, 82.85, 84.82
298, 89.82, 65.13, 82.82, 84.48
299, 89.76, 65.04, 82.79, 84.48
300, 89.68, 65.03, 82.79, 84.45
301, 89.4, 64.82, 82.81, 84.34
302, 89.42, 64.81, 82.83, 84.26
303, 89.34, 64.7, 82.83, 84.25
304, 89.28, 64.58, 82.75, 84.02
305, 89.26, 64.44, 82.71, 83.86
306, 89.25, 64.41, 82.66, 83.85
307, 89.22, 64.17, 82.65, 83.8
308, 88.96, 64.13, 82.36, 83.82
309, 88.91, 63.94, 82.39, 83.48
310, 88.8, 63.59, 82.35, 83.45
311, 88.82, 63.3, 82.32, 83.34
312, 88.77, 63.31, 81.67, 83.23
313, 88.19, 63.3, 81.64, 82.91
314, 88.09, 63.32, 81.4, 82.75
315, 88.08, 63.23, 81.16, 82.31
316, 88.05, 63.25, 81.13, 82.22
317, 88.02, 63.19, 81.12, 81.93
318, 87.68, 63.1, 81.04, 81.82
319, 87.63, 62.31, 80.98, 81.74
320, 87.47, 62.32, 80.93, 81.61
321, 87.39, 62.31, 80.92, 81.39
322, 87.38, 62.15, 80.92, 81.36
323, 87.41, 61.49, 80.91, 81.15
324, 87.43, 61.37, 80.26, 80.99
325, 87.45, 61.15, 80.09, 80.95
326, 87.34, 60.13, 79.93, 80.72
327, 87.37, 60.09, 79.87, 80.66
328, 87.36, 60.08, 79.87, 80.52
329, 87.39, 60.09, 79.89, 79.81
330, 87.15, 60.06, 79.75, 79.83
331, 87.12, 59.94, 79.7, 79.85
332, 87.14, 59.75, 79.67, 79.85
333, 87.11, 59.53, 79.53, 79.84
334, 87.13, 59.49, 79.39, 79.65
335, 87.16, 59.38, 79.41, 79.62
336, 87.18, 59.13, 79.43, 79.64
337, 87.2, 59.12, 79.43, 79.67
338, 87.09, 58.87, 79.32, 79.69
339, 86.91, 58.73, 79.03, 79.71
340, 86.75, 58.56, 79.05, 79.73
341, 86.77, 58.16, 78.7, 79.59
342, 86.79, 57.97, 78.69, 79.61
343, 86.82, 57.75, 78.66, 79.63
344, 86.84, 57.73, 78.55, 79.65
345, 86.86, 57.75, 78.57, 79.67
346, 86.86, 57.69, 78.57, 79.7
347, 86.88, 57.6, 78.59, 79.72
348, 86.61, 57.17, 78.58, 79.74
349, 86.61, 57.15, 78.6, 79.76
350, 86.63, 57.06, 78.47, 79.78
351, 86.66, 56.66, 78.46, 79.8
352, 86.65, 56.65, 78.48, 79.82
353, 86.68, 56.66, 78.5, 79.84
354, 86.57, 56.65, 78.42, 79.86
355, 86.51, 56.48, 78.31, 79.88
356, 86.38, 56.5, 77.99, 79.91
357, 86.4, 56.51, 77.93, 79.93
358, 86.42, 56.53, 77.92, 79.95
359, 86.44, 56.3, 77.92, 79.81
360, 86.47, 56.32, 77.94, 79.46
361, 86.41, 56.2, 77.88, 79.4
362, 86.41, 55.85, 77.74, 79.35
363, 86.43, 55.73, 77.63, 79.29
364, 86.43, 55.59, 77.41, 78.26
365, 86.03, 55.0, 77.43, 78.25
366, 86.02, 54.96, 77.32, 78.16
367, 85.91, 54.84, 77.31, 78.11
368, 85.94, 54.85, 77.26, 78.1
369, 85.96, 54.82, 77.2, 78.09
370, 85.64, 54.67, 77.14, 78.04
371, 85.58, 54.69, 77.11, 77.9
372, 85.42, 54.68, 77.13, 77.6
373, 85.2, 54.53, 77.15, 77.52
374, 85.12, 54.52, 77.09, 77.54
375, 85.01, 54.16, 76.87, 77.56
376, 85.01, 53.99, 76.89, 77.58
377, 85.0, 54.01, 76.83, 77.6
378, 84.92, 53.94, 76.83, 77.57
379, 84.52, 53.8, 76.77, 77.51
380, 84.54, 53.79, 76.76, 77.21
381, 84.54, 52.16, 76.62, 77.18
382, 84.06, 52.01, 76.64, 77.15
383, 83.92, 51.44, 76.66, 77.01
384, 83.92, 51.38, 76.39, 76.89
385, 83.94, 50.78, 76.38, 76.76
386, 83.85, 50.58, 76.38, 76.72
387, 83.45, 50.6, 76.32, 76.66
388, 83.47, 50.53, 76.26, 76.6
389, 83.44, 50.36, 75.83, 76.6
390, 83.41, 50.37, 75.82, 76.11
391, 83.44, 50.28, 75.79, 76.11
392, 83.46, 50.27, 75.81, 76.05
393, 83.48, 50.17, 75.7, 75.78
394, 83.5, 50.19, 75.64, 75.69
395, 83.34, 50.2, 75.45, 75.37
396, 83.36, 50.21, 75.44, 75.31
397, 83.12, 50.2, 75.43, 75.27
398, 83.14, 50.21, 75.43, 75.0
399, 83.0, 50.23, 75.42, 74.86
400, 82.92, 48.43, 75.39, 74.77
401, 82.7, 48.42, 75.38, 74.42
402, 82.72, 48.43, 75.35, 74.39
403, 82.64, 48.42, 75.21, 74.09
404, 82.58, 48.4, 75.23, 74.05
405, 82.6, 48.41, 75.22, 74.05
406, 82.62, 48.43, 75.19, 73.99
407, 82.54, 48.44, 75.21, 72.99
408, 82.4, 48.45, 75.2, 72.85
409, 82.05, 48.47, 75.17, 72.39
410, 81.94, 47.68, 75.19, 72.28
411, 81.91, 47.69, 75.21, 72.11
412, 81.66, 46.0, 75.23, 72.08
413, 81.66, 46.01, 75.25, 72.07
414, 80.72, 45.25, 75.27, 72.06
415, 80.71, 45.18, 75.29, 72.05
416, 80.52, 43.96, 75.2, 71.83
417, 80.38, 39.19, 75.14, 71.77
418, 80.21, 39.17, 74.22, 71.79
419, 80.24, 39.18, 73.98, 71.81
420, 80.26, 39.11, 73.94, 71.29
421, 80.28, 39.12, 73.78, 71.13
422, 80.3, 38.97, 73.63, 70.74
423, 80.32, 38.93, 73.65, 70.63
424, 80.21, 37.79, 73.67, 70.65
425, 80.23, 37.58, 73.69, 70.67
426, 80.06, 37.35, 73.61, 70.47
427, 80.09, 37.15, 73.57, 70.46
428, 80.11, 37.1, 73.19, 70.46
429, 80.13, 36.93, 73.1, 70.23
430, 80.1, 36.86, 73.1, 70.23
431, 80.12, 36.87, 73.12, 70.24
432, 80.01, 36.71, 73.13, 69.91
433, 79.76, 36.27, 73.13, 69.91
434, 79.75, 36.22, 73.15, 69.5
435, 79.69, 36.23, 73.17, 69.38
436, 79.72, 36.19, 73.03, 69.4
437, 79.58, 35.88, 73.02, 69.42
438, 79.6, 35.67, 73.01, 69.44
439, 79.62, 35.68, 73.03, 69.45
440, 79.64, 35.66, 73.02, 69.47
441, 79.55, 35.67, 72.99, 69.49
442, 79.57, 35.63, 72.87, 69.51
443, 79.6, 35.64, 72.89, 69.53
444, 79.29, 35.65, 72.91, 69.55
445, 79.32, 35.66, 72.85, 69.57
446, 79.34, 35.64, 72.82, 69.59
447, 79.36, 35.65, 72.84, 69.6
448, 79.3, 35.5, 72.86, 69.62
449, 79.32, 35.51, 72.85, 69.51
450, 79.26, 35.41, 72.87, 69.5
451, 79.28, 34.64, 72.86, 69.44
452, 79.22, 34.65, 72.88, 69.45
453, 79.24, 34.66, 72.9, 69.01
454, 79.18, 34.67, 72.89, 68.87
455, 79.13, 34.59, 72.48, 68.51
456, 79.12, 34.09, 72.5, 67.8
457, 79.11, 33.59, 72.52, 67.66
458, 78.97, 33.54, 72.51, 67.41
459, 78.94, 33.52, 72.51, 67.42
460, 78.69, 33.53, 72.47, 66.9
461, 78.71, 33.54, 72.41, 66.81
462, 78.73, 33.55, 72.4, 66.61
463, 78.76, 33.5, 72.26, 66.63
464, 78.61, 33.51, 72.28, 66.51
465, 78.61, 33.33, 72.27, 66.48
466, 78.63, 33.34, 72.29, 65.93
467, 78.6, 33.35, 72.31, 65.94
468, 78.56, 33.36, 72.33, 65.58
469, 78.48, 33.37, 72.35, 65.44
470, 78.5, 33.38, 72.37, 65.18
471, 78.14, 33.39, 72.39, 64.93
472, 77.84, 33.32, 72.41, 64.92
473, 77.83, 33.24, 72.21, 64.29
474, 77.74, 33.09, 72.23, 64.12
475, 77.65, 33.1, 72.25, 64.08
476, 77.68, 33.08, 72.27, 63.99
477, 77.59, 33.09, 72.26, 63.95
478, 77.61, 33.04, 72.28, 63.91
479, 77.58, 33.05, 72.25, 63.33
480, 77.51, 29.69, 72.24, 63.3
481, 77.54, 29.7, 72.26, 62.99
482, 77.26, 29.71, 72.03, 62.87
483, 77.25, 29.61, 72.05, 62.72
484, 77.08, 29.45, 72.07, 62.74
485, 77.08, 29.46, 71.98, 62.73
486, 77.02, 29.47, 71.98, 62.66
487, 76.68, 29.45, 71.97, 62.6
488, 76.57, 29.43, 71.99, 62.43
489, 76.59, 28.56, 72.01, 62.44
490, 76.58, 28.57, 71.92, 62.46
491, 76.57, 28.58, 71.91, 62.29
492, 76.51, 28.59, 71.93, 62.25
493, 75.5, 28.59, 71.95, 62.26
494, 75.46, 28.3, 71.94, 62.12
495, 75.27, 28.31, 71.8, 62.13
496, 75.29, 28.32, 71.38, 62.07
497, 75.31, 28.27, 71.4, 61.79
498, 75.25, 28.28, 71.39, 61.8
499, 75.08, 28.29, 70.73, 61.82
500, 74.93, 28.24, 70.75, 61.84
501, 74.87, 28.22, 70.49, 61.85
502, 74.48, 28.23, 70.51, 61.87
503, 74.36, 28.04, 70.51, 61.89
504, 74.36, 28.05, 70.5, 61.9
505, 74.32, 28.06, 70.35, 61.92
506, 74.32, 28.07, 70.35, 61.94
507, 74.25, 28.07, 70.06, 61.96
508, 74.19, 28.08, 70.05, 61.97
509, 74.08, 26.5, 70.05, 61.99
510, 74.01, 26.51, 69.74, 62.01
511, 73.79, 26.51, 68.96, 62.02
512, 73.75, 26.52, 68.98, 62.04
513, 73.69, 26.53, 68.94, 62.06
514, 73.35, 26.13, 68.83, 62.07
515, 73.37, 26.08, 68.84, 62.09
516, 73.23, 25.56, 68.84, 62.11
517, 73.19, 25.27, 68.69, 62.13
518, 72.88, 25.27, 68.71, 62.14
519, 72.88, 25.12, 68.65, 62.16
520, 72.9, 25.12, 68.64, 62.18
521, 72.89, 25.13, 68.46, 62.19
522, 72.66, 25.03, 68.48, 62.21
523, 72.52, 24.21, 68.01, 62.23
524, 72.15, 24.11, 68.0, 62.25
525, 72.01, 24.11, 67.66, 62.26
526, 71.86, 24.09, 67.65, 62.28
527, 71.88, 23.93, 67.67, 62.3
528, 71.9, 23.94, 67.69, 62.31
529, 71.42, 20.61, 67.65, 62.33
530, 71.31, 20.62, 67.67, 62.05
531, 71.33, 20.62, 67.69, 61.84
532, 71.32, 16.77, 67.71, 61.83
533, 70.51, 16.77, 67.72, 61.19
534, 70.09, 16.78, 67.74, 61.12
535, 69.91, 16.75, 67.76, 61.03
536, 69.55, 16.1, 67.78, 60.99
537, 69.46, 16.1, 67.8, 60.84
538, 69.2, 16.1, 67.35, 60.5
539, 69.22, 16.11, 67.34, 60.4
540, 69.1, 12.85, 67.33, 60.28
541, 68.73, 12.72, 67.35, 60.11
542, 68.69, 12.72, 67.37, 60.12
543, 68.6, 12.7, 67.36, 59.75
544, 68.59, 11.18, 67.38, 59.68
545, 68.45, 11.18, 67.31, 59.56
546, 68.44, 11.18, 67.33, 59.47
547, 68.26, 10.3, 67.24, 59.26
548, 68.28, 10.3, 67.04, 58.75
549, 68.25, 10.31, 67.05, 58.66
550, 68.21, 10.23, 67.07, 58.54
551, 68.09, 7.29, 67.06, 58.28
552, 67.94, 7.29, 67.08, 58.13
553, 67.68, 7.27, 67.1, 58.03
554, 67.37, 7.27, 67.12, 58.05
555, 67.06, 6.97, 67.11, 58.06
556, 66.94, 6.97, 67.13, 58.08
557, 66.68, 6.97, 67.09, 58.09
558, 66.69, 6.97, 66.94, 58.11
559, 66.66, 6.97, 66.96, 58.13
560, 66.09, 6.98, 66.84, 58.14
561, 66.08, 6.98, 66.81, 58.16
562, 65.82, 6.98, 66.74, 58.18
563, 65.73, 6.98, 66.73, 58.16
564, 65.14, 6.98, 66.11, 57.96
565, 64.99, 6.99, 66.13, 57.95
566, 64.84, 6.99, 66.09, 57.24
567, 64.72, 6.99, 65.89, 57.17
568, 64.68, 6.99, 65.91, 57.08
569, 64.64, 6.99, 65.37, 57.01
570, 64.66, 7.0, 65.38, 57.0
571, 64.62, 7.0, 65.4, 57.01
572, 64.64, 7.0, 65.42, 56.86
573, 64.13, 7.0, 65.44, 56.79
574, 63.92, 7.0, 65.46, 56.67
575, 63.94, 7.01, 65.48, 55.99
576, 63.76, 7.01, 65.49, 53.13
577, 63.03, 7.01, 65.51, 52.64
578, 62.88, 7.01, 65.53, 52.12
579, 62.36, 7.01, 65.55, 52.03
580, 62.35, 5.0, 65.54, 51.84
581, 62.34, 5.0, 65.56, 49.73
582, 62.36, 5.01, 65.58, 47.54
583, 62.38, 5.01, 65.59, 47.44
584, 62.4, 5.01, 65.61, 46.75
585, 62.36, 5.01, 65.55, 46.77
586, 62.37, 5.01, 65.57, 46.78
587, 61.86, 4.84, 65.58, 46.54
588, 61.76, 4.68, 65.6, 45.83
589, 61.7, 4.68, 65.62, 45.47
590, 61.72, 4.68, 65.64, 44.93
591, 61.62, 4.68, 65.66, 44.55
592, 61.61, 4.68, 65.56, 43.72
593, 61.6, 4.68, 65.5, 43.73
594, 61.59, 4.69, 65.52, 43.74
595, 61.44, 4.69, 65.53, 43.42
596, 61.29, 4.69, 65.55, 43.15
597, 61.02, 4.69, 65.57, 43.16
598, 60.93, 4.69, 65.59, 43.06
599, 60.58, 4.69, 65.52, 43.07
600, 60.54, 4.69, 65.54, 43.06
601, 60.36, 4.69, 65.28, 43.04
602, 60.38, 4.7, 65.19, 42.74
603, 60.28, 4.7, 65.2, 42.76
604, 59.57, 4.7, 65.17, 42.23
605, 59.58, 4.62, 65.16, 41.63
606, 59.32, 4.48, 65.15, 39.92
607, 59.34, 4.48, 65.16, 39.93
608, 59.27, 4.48, 65.18, 39.66
609, 59.28, 4.48, 65.2, 39.39
610, 58.99, 4.48, 64.99, 38.95
611, 58.92, 4.48, 64.98, 38.82
612, 58.66, 4.48, 65.0, 38.83
613, 58.36, 4.49, 64.99, 38.31
614, 57.14, 4.32, 64.98, 38.23
615, 57.13, 4.32, 64.94, 38.22
616, 57.03, 4.32, 64.94, 37.92
617, 57.05, 4.32, 64.93, 37.64
618, 57.06, 4.32, 64.94, 36.86
619, 56.91, 4.32, 64.91, 36.79
620, 56.13, 4.32, 64.9, 36.8
621, 55.75, 4.33, 64.89, 36.75
622, 55.2, 4.33, 64.28, 36.76
623, 55.05, 4.19, 64.27, 35.87
624, 55.07, 4.19, 64.29, 35.88
625, 54.4, 4.19, 64.31, 35.86
626, 53.88, 4.19, 64.27, 35.14
627, 53.78, 4.19, 64.29, 35.12
628, 51.73, 4.19, 64.31, 35.07
629, 51.35, 4.19, 64.32, 35.08
630, 51.36, 4.2, 64.34, 35.09
631, 51.23, 4.2, 64.36, 35.1
632, 47.9, 4.2, 64.38, 35.11
633, 47.8, 4.2, 64.28, 34.87
634, 47.81, 4.2, 64.3, 34.62
635, 47.83, 4.2, 64.32, 34.63
